Rating,Comment,Label,SpamLabel
5,"📣📣📣 TIN HOT TIN HOT CẢ NHÀ ƠI, BÁNH TRÁNG TRỘN ZOZO ĐÃ CÓ MẶT Ở GIA LAI 📣📣📣 25/4 - 29/4/2021
NHÂN DỊP KHAI TRƯƠNG CÁC CHƯƠNG TRÌNH ƯU ĐÃI NHƯ SAU
- SHARE BÀI: MUA 02 TẶNG 01 TOPPING DA HEO RIM MẮM ỚT
- CHECK IN TRÊN TRANG CÁ NHÂN  UPSALES 50% (SP 20K)
👉 Món ăn vặt quen thuộc với học sinh, sin",1,0
5,"Đây là mức giá bán hấp dẫn cho mọi khách hàng và nhà đầu tư. Cùng với đó, CĐT cũng đã đưa ra phương thức bán hàng, chính sách ưu đãi hấp dẫn dành cho mọi cư dân và nhà đầu tư, hỗ trợ vay vốn cho khách hàng lên tới 50% trong thời gian lên tới 25 năm, mức lãi suất 0% trong 12 tháng kể từ ngày giải ngâ",1,0
5,"[TB] Để đóng góp cho Quỹ vắc-xin phòng chống Covid-19 của Chính phủ, hãy soạn: Covid Nk gửi đến 1408. Trong đó k là viết tắt của ""nghìn đồng"", N là số nghìn đồng muốn đóng góp trong khoảng từ 1 đến 2000. Ví dụ: 
- Muốn đóng góp 1.000 đồng thì nhắn: Covid 1k
- Muốn đóng góp 20.000 đồng thì nhắn: Covi",1,0
5,"Hello cả nhà👋 Sau đây e xin được review công ty đông y mà e đã từng làm. Công ty G****** giấu tên ở Hà Nội 😊 Ngta nói trăm nghe ko bằng mắt thấy, ai đã làm công ty đông y thì vào bình luận với e cho vui. 

THỨ 1. CTY ĐÔNG Y LÀ GÌ
Ở đây e định nghĩa là các công ty bán dược phẩm, thực phẩm chức năng",1,0
5,"[TB] Tang 20% gia tri tat ca the nap trong ngay 08/07/2021. Tien KM su dung noi mang, khong gioi han thoi gian. DAC BIET: giam them 3% khi nap the tai https://myvt.page.link/km. CT danh rieng cho TB cua Quy khach. LH 198 (0d).",1,0
5,"🔥SĂN SALE GIÁ SHOCK - MUA 1 TẶNG 1 TỪ MEDIHEAL🔥
👉FLASH SALE ĐỘC QUYỀN DUY NHẤT NGÀY 11/7 
🎁 Tặng quà độc quyền cho 500 khách hàng đầu tiên có đơn từ 59k
🎁 Voucher 03 tầng : Voucher Shopee Giảm Đến 50K Cho Đơn Hàng Từ 200K
🎁 Vô Vàn Quà Tặng 0Đ Và Deal Hấp Dẫn Khác
🎁 Mua Là Được Quà
✨ Nhận Ngay",1,0
5,"(TB) NHAN 10.000d vao TKC khi soan DK gui 9338 (0d) va duy tri 5 ngay lien tiep dich vu Bong da 4G tu CTKM chaohe2021.vn, tha ga doc tin tuc bong da hap dan moi ngay. Mien phi ngay dau, sau KM 3000d/ngay. LH 18001091 (0d). Tran trong cam",1,0
5,[TB] NẠP THẺ HÔM NAY - CÓ NGAY KHUYẾN MẠI. Tặng 20% giá trị TẤT CẢ thẻ nạp trong ngày 10/03. Tiền KM sử dụng nội mạng đến hết 25/03/2021. Giảm thêm 10% và nhận ngay 120.000đ để nạp thẻ trong 6 tháng (20.000đ/tháng) tại https://bit.ly/hssvdt302 cho TB nhận được tin nhắn. Chi tiết gọi 197 bấm phím 19,1,0
5,"Bộ 2 Nút Bấm Chơi Game Bắn Súng Pubg, Ros Dòng Cải Tiến Trên Điện Thoại, hỗ trợ các bạn chơi PUBG mobile phát huy hết khả năng của mình với 4 ngón điều khiển khi chơi trên mobile . 🕹️🕹️🕹️

👍👍👍Khi giao tranh với mục tiêu thì chúng ta đều biết là kị đứng một chỗ để bắn, chúng ra luôn muốn là chạ",1,0
5,"[TB] Euro tiếp tục nóng lên với vòng đấu loại đầy gay cấn!
Quý khách có 3GB và được miễn phí data xem Euro trên http://tv360.vn khi soạn ER15 gửi 191 (phí 15K/3 ngày)
LH 198 (0đ).",1,0
5,"Ảnh đẹp giá lại rẻ m in mấy lần rồi ạ. Hàng đẹp giống hình.Bạn nào hay mua sắm tren Shopee, Sendo, Lazada,...thì nên tải “Cashbag” để được hoàn % tiền.Đ.kí nhập mã giới thiệu“419L6XJ“bạn và m đều đc nhận quà nha.",1,0
5,"Bộ Ba Lỗ  Hàng Minky Mom Bóng Rổ Thông Hơi Cho Bé (8-18kg)
  👉Túi zip xịn xò
Rổ rá siêu rẻ bằng 2 cốc trà sữa của mẹ hi.

 Các mẹ nhanh tay đặt hàng ạ",1,0
5,Thuê bao Quý khách vừa gửi tin nhắn hiện đang tắt máy. Hệ thống của Viettel sẽ tự động gửi lại tin nhắn cho người nhận.,1,0
5,"【Tai nghe】Tai nghe nhét tai có dây U19 giắc cắm 3.5mm âm thanh Hifi tích hợp micro màu macaron chất lượng cao phổ biến dành cho Android & iOS

Mô tả sản phẩm:

Phong cách tai nghe: Tai nghe có dây
 
Chất liệu: PVC

Đường kính giắc cắm: 3.5mm

Lưu ý: Bắt đầu nhanh: BẬT NGUỒN
 
Tạm dừng: Tắt nguồn",1,0
5,"💥 6 THÁNG ĐẦU ĐỜI trẻ cần được tiêm/uống vắc xin gì? Lưu lại ngay và ĐỪNG QUÊN đưa con đi chủng ngừa đúng lịch Bố Mẹ nhé!

❓0-6 tháng đầu đời mẹ nên tiêm cho con vắc xin gì, vào thời gian nào? Không cần phải trăn trở và lo lắng nữa vì ĐÃ CÓ VNVC giúp Bố Mẹ điểm danh các “siêu phẩm” vắc xin mà con c",1,0
5,"💯TỰ MÌNH ĐĂNG KÍ♨️ KHÔNG QUA CÁ NHÂN ĐỂ KHỎI BỊ LỪA👌LÃI XUẤT THẤP✅
ĐĂNG KÍ MIỄN PHÍ⛔HỖ TRỢ NỢ XẤU⛔GIẢI NGÂN NHANH✅ KHÔNG THẾ CHẤP⛔KHÔNG GỌI NGƯỜI THÂN✅THỦ TỤC NHANH GỌN!♨️💯👇👇 TỔNG HỢP CÁC GÓI VAY TẠI ĐÂY 👇
https://simpleweb.vn/vaysieutoc/",1,0
5,"(TB) Vui Xuân Tân Sửu với chương trình TẾT CÙNG VINAPHONE PLUS: Từ ngày 12/02/2021 đến hết ngày 17/02/2021, Quý Hội viên chỉ cần soạn tin TET hoac TET TANSUU gửi 9898 (miễn phí) để nhận ngay LÌ XÌ đầu xuân từ VinaPhone Plus. CSKH 18001091",1,0
5,"(TB) Tang 15.000d vao TKC cho quy khach 84944010194 khi soan SC gui 9009 (0d) de xem tin tuc, video/clip the thao bong da sieu hap dan tai vsport.com.vn, +tien sau 7 ngay GHTC lien tiep dv VinaSport. Sau KM 3000d/ngay. CSKH 18001091 (0d). Tran trong cam on.",1,0
5,"Quy khach duoc cong them 137 diem Viettel++ boi giao dich Tieu dung vien thong thang 06/2021. Thoi han su dung diem den 31/07/2022. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",1,0
5,"(TB) Dịu mát mùa hè bằng NGÀY VÀNG NẠP THẺ, VinaPhone tặng Quý khách 20% giá trị thẻ nạp HÔM NAY - 09/07. Giá trị KM gọi/nhắn tin các mạng trong 15 ngày. Quý khách dễ dàng nạp thẻ Online tại ứng dụng My VNPT https://my.vnpt.com.vn/25vinaphone . CSKH 18001091 (0đ).",1,0
5,"Quy khach da dang ky thanh cong goi cuoc 03GB3D, co 03GB su dung trong 03 ngay. Su dung het 03GB thue bao se truy cap theo chinh sach cua goi Mobile internet hien tai (neu co). Soan KTMI gui 191 de kiem tra cac goi cuoc dang su dung, soan KTTK gui 191 de kiem tra luu luong. Chi tiet lien he 198 (0d)",1,0
5,"[TB] Cục An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao - Bộ Công an khuyến cáo người dân không tham gia tổ chức đánh bạc, đánh bạc trên không gian mạng dưới mọi hình thức; khi phát hiện người vi phạm, cần tố giác đến cơ quan Công an nơi gần nhất. Mọi hành vi vi phạm sẽ bị xử lý nghiêm",1,0
5,🍀 SPORT 247 cam kết giá bán rẻ nhất shopee ở đâu RẺ chúng tôi sẽ 🍀 hơn !!! Lỗi 1 đổi 1 trong vòng 🍀 SPORT7 ngày                                                                                                                                                                                      Ghhh,1,0
